order_id,customer_name,customer_address,order_date,status,item_name,quantity,total_amount
OR2024-034488,Maria Santos,"45 Mabini Ave., Makati City",2024-07-03,Received,Cotton Balls 100pcs,2,170.00
OR2024-034488,Maria Santos,"45 Mabini Ave., Makati City",2024-07-03,Received,Rubber Bands 500g,1,170.00
OR2024-034489,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-10-11,Received,Alcohol 70% 1 Liter,1,140.00
OR2024-034490,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-09-08,Received,HP 684 Tri-Color Ink,1,2820.00
OR2024-034490,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-09-08,Received,Floor Lamp LED,1,2820.00
OR2024-034490,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-09-08,Received,Whiteboard Sheet Roll,3,2820.00
OR2024-034492,Daniel Cruz,"3 Session Rd., Baguio City",2024-11-09,Received,Whiteboard Eraser,3,340.00
OR2024-034492,Daniel Cruz,"3 Session Rd., Baguio City",2024-11-09,Received,Alcohol 70% 1 Liter,1,340.00
OR2024-034492,Daniel Cruz,"3 Session Rd., Baguio City",2024-11-09,Received,Face Mask 50pcs,1,340.00
OR2024-034495,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-01-08,Received,Printer Paper A3 500 sheets,3,2050.00
OR2024-034495,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-01-08,Received,Spiral Coil Bind 10mm,2,2050.00
OR2024-034496,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-09-20,Cancelled,Chart Paper Roll 50m,3,1458.00
OR2024-034496,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-09-20,Cancelled,File Folder A4 50pcs,1,1458.00
OR2024-034496,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-09-20,Cancelled,Desk Organizer Tray,3,1458.00
OR2024-034496,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-09-20,Cancelled,File Pocket PVC A4,2,1458.00
OR2024-034498,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-08-19,Preparing,Desktop Organizer Wood,2,900.00
OR2024-034501,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-07-25,Received,Trash Bag Black Large,3,2245.00
OR2024-034501,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-07-25,Received,Cork Board 2x3ft,1,2245.00
OR2024-034501,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-07-25,Received,Cork Board 2x3ft,2,2245.00
OR2024-034501,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-07-25,Received,Mousepad Extended,2,2245.00
OR2024-034502,Maria Santos,"45 Mabini Ave., Makati City",2024-07-27,Received,Whiteboard Eraser,1,290.00
OR2024-034502,Maria Santos,"45 Mabini Ave., Makati City",2024-07-27,Received,Paper Clip Box 500pcs,2,290.00
OR2024-034502,Maria Santos,"45 Mabini Ave., Makati City",2024-07-27,Received,Eraser Large,3,290.00
OR2024-034502,Maria Santos,"45 Mabini Ave., Makati City",2024-07-27,Received,Soft Broom (Tambo),1,290.00
OR2024-034504,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-03-10,Received,Floor Wax Red,2,276.00
OR2024-034504,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-03-10,Received,Sticky Flags 75mm,2,276.00
OR2024-034504,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-03-10,Received,Binder Clips 24pcs,3,276.00
OR2024-034504,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-03-10,Received,Paper Clip Box 500pcs,1,276.00
OR2024-034505,Ana Villanueva,"12 Burgos St., Cebu City",2024-01-01,Received,Chart Paper Roll 50m,1,570.00
OR2024-034505,Ana Villanueva,"12 Burgos St., Cebu City",2024-01-01,Received,Oil Pastels 36pcs,1,570.00
OR2024-034506,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-09-30,Received,File Pocket PVC A4,2,730.00
OR2024-034506,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-09-30,Received,Laptop Stand Aluminum,2,730.00
OR2024-034507,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-05-29,Cancelled,Power Bank 10000mAh,1,825.00
OR2024-034507,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-05-29,Cancelled,Soft Broom (Tambo),2,825.00
OR2024-034507,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-05-29,Cancelled,Glue Stick Large 40g,3,825.00
OR2024-034508,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-04-29,Received,Binder 2-inch D-Ring,3,650.00
OR2024-034508,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-04-29,Received,Mousepad Extended,1,650.00
OR2024-034510,Ana Villanueva,"12 Burgos St., Cebu City",2024-02-04,Preparing,Printer Paper A3 500 sheets,1,450.00
OR2024-034511,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-06-04,To Ship,PVC Binding Cover A4,3,1000.00
OR2024-034511,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-06-04,To Ship,PVC Binding Cover A4,1,1000.00
OR2024-034513,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-05-24,Received,Soft Broom (Tambo),3,2360.00
OR2024-034513,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-05-24,Received,Sticky Flags 75mm,1,2360.00
OR2024-034513,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-05-24,Received,Chart Paper Roll 50m,3,2360.00
OR2024-034513,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-05-24,Received,Webcam 1080p,1,2360.00
OR2024-034516,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-01-26,Preparing,First Aid Kit Box,3,2550.00
OR2024-034517,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-10-29,Received,Whiteboard Sheet Roll,2,1425.00
OR2024-034517,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-10-29,Received,Rubber Bands 500g,2,1425.00
OR2024-034517,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-10-29,Received,Floor Wax Red,1,1425.00
OR2024-034517,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-10-29,Received,Construction Paper Assorted,2,1425.00
OR2024-034519,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-01-05,Cancelled,Mousepad Extended,2,4900.00
OR2024-034519,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-01-05,Cancelled,Mop Bucket with Wringer,2,4900.00
OR2024-034519,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-01-05,Cancelled,Mop Bucket with Wringer,1,4900.00
OR2024-034521,Maria Santos,"45 Mabini Ave., Makati City",2024-03-29,To Ship,Staples 1000pcs,1,15.00
OR2024-034522,Maria Santos,"45 Mabini Ave., Makati City",2024-03-11,Received,Desk Organizer Tray,1,165.00
OR2024-034522,Maria Santos,"45 Mabini Ave., Makati City",2024-03-11,Received,Staples 1000pcs,3,165.00
OR2024-034523,Sophia Navarro,"14 Lacson St., Bacolod City",2024-04-09,Received,Glass Cleaner Spray,1,810.00
OR2024-034523,Sophia Navarro,"14 Lacson St., Bacolod City",2024-04-09,Received,Spiral Coil Bind 10mm,2,810.00
OR2024-034525,Daniel Cruz,"3 Session Rd., Baguio City",2024-10-16,Received,Floor Lamp LED,2,2860.00
OR2024-034525,Daniel Cruz,"3 Session Rd., Baguio City",2024-10-16,Received,HP 684 Tri-Color Ink,3,2860.00
OR2024-034525,Daniel Cruz,"3 Session Rd., Baguio City",2024-10-16,Received,Stapler Standard,1,2860.00
OR2024-034528,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-03-04,Preparing,HP 680 Black Ink Cartridge,1,120.00
OR2024-034529,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-10-10,Received,Chart Paper Roll 50m,1,890.00
OR2024-034529,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-10-10,Received,Adhesive Bandages 100pcs,3,890.00
OR2024-034530,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-11-11,Received,Laptop Stand Aluminum,3,16200.00
OR2024-034530,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-11-11,Received,Office Chair Mid-Back,3,16200.00
OR2024-034530,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-11-11,Received,Office Chair Mid-Back,3,16200.00
OR2024-034530,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-11-11,Received,Face Mask 50pcs,3,16200.00
OR2024-034532,Daniel Cruz,"3 Session Rd., Baguio City",2024-08-08,Received,Sticky Flags 25mm,1,1683.00
OR2024-034532,Daniel Cruz,"3 Session Rd., Baguio City",2024-08-08,Received,Desktop Organizer Wood,2,1683.00
OR2024-034532,Daniel Cruz,"3 Session Rd., Baguio City",2024-08-08,Received,Watercolor Set 24pcs,2,1683.00
OR2024-034532,Daniel Cruz,"3 Session Rd., Baguio City",2024-08-08,Received,Staples 1000pcs,1,1683.00
OR2024-034533,Ana Villanueva,"12 Burgos St., Cebu City",2024-02-25,Received,Eraser Large,3,7545.00
OR2024-034533,Ana Villanueva,"12 Burgos St., Cebu City",2024-02-25,Received,Office Chair Mid-Back,3,7545.00
OR2024-034533,Ana Villanueva,"12 Burgos St., Cebu City",2024-02-25,Received,Sticky Notes 50x50mm,1,7545.00
OR2024-034535,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-04-06,Received,Stapler Standard,1,600.00
OR2024-034535,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-04-06,Received,VGA to HDMI Adapter,2,600.00
OR2024-034536,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-12-07,Received,Soft Broom (Tambo),3,480.00
OR2024-034536,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-12-07,Received,File Pocket PVC A4,2,480.00
OR2024-034537,Daniel Cruz,"3 Session Rd., Baguio City",2024-06-02,Preparing,Face Mask 50pcs,3,2650.00
OR2024-034537,Daniel Cruz,"3 Session Rd., Baguio City",2024-06-02,Preparing,Mop Bucket with Wringer,1,2650.00
OR2024-034537,Daniel Cruz,"3 Session Rd., Baguio City",2024-06-02,Preparing,Whiteboard Sheet Roll,2,2650.00
OR2024-034538,Maria Santos,"45 Mabini Ave., Makati City",2024-08-29,Preparing,Stapler Standard,3,300.00
OR2024-034539,Sophia Navarro,"14 Lacson St., Bacolod City",2024-08-17,Received,Webcam 1080p,2,1700.00
OR2024-034540,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-06-05,Received,Paper Clips 50pcs,3,220.00
OR2024-034540,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-06-05,Received,Sticky Notes 50x50mm,1,220.00
OR2024-034540,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-06-05,Received,Glue Stick Large 40g,1,220.00
OR2024-034540,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-06-05,Received,Face Mask 50pcs,3,220.00
OR2024-034542,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-01-02,Received,Soft Broom (Tambo),2,310.00
OR2024-034542,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-01-02,Received,Paper Clips 50pcs,1,310.00
OR2024-034543,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-08-13,Received,Mop Bucket with Wringer,2,3925.00
OR2024-034543,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-08-13,Received,Power Bank 10000mAh,2,3925.00
OR2024-034543,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-08-13,Received,Sticky Notes 75x75mm,1,3925.00
OR2024-034545,Daniel Cruz,"3 Session Rd., Baguio City",2024-12-30,Received,Highlighter Assorted Colors 12pcs,3,1470.00
OR2024-034545,Daniel Cruz,"3 Session Rd., Baguio City",2024-12-30,Received,Spiral Coil Bind 10mm,3,1470.00
OR2024-034545,Daniel Cruz,"3 Session Rd., Baguio City",2024-12-30,Received,Trash Bag Black Large,2,1470.00
OR2024-034545,Daniel Cruz,"3 Session Rd., Baguio City",2024-12-30,Received,Cotton Balls 100pcs,2,1470.00
OR2024-034548,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-09-27,Received,Mop Bucket with Wringer,2,3000.00
OR2024-034550,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-09-05,Received,Ballpoint Pen Blue 10pcs,1,280.00
OR2024-034550,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-09-05,Received,Binder Clips 24pcs,2,280.00
OR2024-034550,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-09-05,Received,Binder Clips 24pcs,3,280.00
OR2024-034550,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-09-05,Received,Rubber Bands 500g,1,280.00
OR2024-034551,Ana Villanueva,"12 Burgos St., Cebu City",2024-04-17,Preparing,Glue Stick Large 40g,2,75.00
OR2024-034551,Ana Villanueva,"12 Burgos St., Cebu City",2024-04-17,Preparing,Glue Stick Large 40g,1,75.00
OR2024-034552,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-09-13,To Ship,Floor Wax Red,1,140.00
OR2024-034552,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-09-13,To Ship,Thumb Tacks 100pcs,3,140.00
OR2024-034553,Maria Santos,"45 Mabini Ave., Makati City",2024-02-23,Received,Binder 2-inch D-Ring,2,1200.00
OR2024-034553,Maria Santos,"45 Mabini Ave., Makati City",2024-02-23,Received,Printer Paper A3 500 sheets,2,1200.00
OR2024-034556,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-11-16,Preparing,Desk Pen Holder,2,180.00
OR2024-034557,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-11-08,Preparing,Mop Bucket with Wringer,3,4620.00
OR2024-034557,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-11-08,Preparing,Waste Basket Mesh,1,4620.00
OR2024-034558,Sophia Navarro,"14 Lacson St., Bacolod City",2024-03-18,To Ship,File Folder A4 50pcs,2,446.00
OR2024-034558,Sophia Navarro,"14 Lacson St., Bacolod City",2024-03-18,To Ship,Glue Stick Large 40g,2,446.00
OR2024-034558,Sophia Navarro,"14 Lacson St., Bacolod City",2024-03-18,To Ship,Waste Basket Mesh,3,446.00
OR2024-034559,Sophia Navarro,"14 Lacson St., Bacolod City",2024-12-19,Cancelled,Cotton Balls 100pcs,2,395.00
OR2024-034559,Sophia Navarro,"14 Lacson St., Bacolod City",2024-12-19,Cancelled,Trash Bag Black Large,1,395.00
OR2024-034559,Sophia Navarro,"14 Lacson St., Bacolod City",2024-12-19,Cancelled,Alcohol 70% 1 Liter,2,395.00
OR2024-034560,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-12-13,Cancelled,Index Divider Tabs 5pcs,2,2540.00
OR2024-034560,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-12-13,Cancelled,Office Chair Mid-Back,1,2540.00
OR2024-034562,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-03-22,Received,Graph Paper Pad A4 50 sheets,1,100.00
OR2024-034563,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-03-12,Preparing,Desk Organizer Tray,1,570.00
OR2024-034563,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-03-12,Preparing,Printer Paper A3 500 sheets,1,570.00
OR2024-034564,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-08-06,Preparing,Desk Pen Holder,2,200.00
OR2024-034564,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-08-06,Preparing,Eraser Large,2,200.00
OR2024-034565,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-09-03,Cancelled,Cork Board 2x3ft,2,1494.00
OR2024-034565,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-09-03,Cancelled,Binder 2-inch D-Ring,1,1494.00
OR2024-034565,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-09-03,Cancelled,Sticky Flags 25mm,3,1494.00
OR2024-034565,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-09-03,Cancelled,Glass Cleaner Spray,2,1494.00
OR2024-034568,Ana Villanueva,"12 Burgos St., Cebu City",2024-03-17,Received,Adhesive Bandages 100pcs,3,1150.00
OR2024-034568,Ana Villanueva,"12 Burgos St., Cebu City",2024-03-17,Received,Desk Pen Holder,3,1150.00
OR2024-034568,Ana Villanueva,"12 Burgos St., Cebu City",2024-03-17,Received,Glue Stick 20g,2,1150.00
OR2024-034568,Ana Villanueva,"12 Burgos St., Cebu City",2024-03-17,Received,Ballpoint Pen Blue 10pcs,3,1150.00
OR2024-034569,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-08-18,Cancelled,Oil Pastels 36pcs,3,2360.00
OR2024-034569,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-08-18,Cancelled,First Aid Kit Box,2,2360.00
OR2024-034570,Maria Santos,"45 Mabini Ave., Makati City",2024-06-01,Preparing,Printer Paper A3 500 sheets,2,900.00
OR2024-034571,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-01-20,Received,Trash Bag Black Large,2,2620.00
OR2024-034571,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-01-20,Received,Whiteboard Sheet Roll,3,2620.00
OR2024-034571,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-01-20,Received,Construction Paper Assorted,2,2620.00
OR2024-034571,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-01-20,Received,Desktop Organizer Wood,2,2620.00
OR2024-034575,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-10-14,To Ship,Paper Clips 50pcs,3,30.00
OR2024-034577,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-02-27,Received,Office Chair Mid-Back,3,7540.00
OR2024-034577,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-02-27,Received,Index Divider Tabs 5pcs,2,7540.00
OR2024-034578,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-09-28,Received,Sticky Flags 25mm,2,316.00
OR2024-034578,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-09-28,Received,Ballpoint Pen Blue 10pcs,3,316.00
OR2024-034582,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-03-11,Received,Mop Bucket with Wringer,2,4005.00
OR2024-034582,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-03-11,Received,Staples 1000pcs,1,4005.00
OR2024-034582,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-03-11,Received,PVC Binding Cover A4,3,4005.00
OR2024-034582,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-03-11,Received,Desk Organizer Tray,2,4005.00
OR2024-034583,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-10-06,Received,Floor Lamp LED,1,1750.00
OR2024-034583,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-10-06,Received,Cork Board 2x3ft,1,1750.00
OR2024-034584,Maria Santos,"45 Mabini Ave., Makati City",2024-04-12,To Ship,HP 680 Black Ink Cartridge,1,410.00
OR2024-034584,Maria Santos,"45 Mabini Ave., Makati City",2024-04-12,To Ship,Rubber Bands 500g,2,410.00
OR2024-034584,Maria Santos,"45 Mabini Ave., Makati City",2024-04-12,To Ship,Face Mask 50pcs,1,410.00
OR2024-034585,Ana Villanueva,"12 Burgos St., Cebu City",2024-12-10,Received,Desktop Organizer Wood,3,2820.00
OR2024-034585,Ana Villanueva,"12 Burgos St., Cebu City",2024-12-10,Received,Laminating Film A4,3,2820.00
OR2024-034585,Ana Villanueva,"12 Burgos St., Cebu City",2024-12-10,Received,Glue Stick 20g,3,2820.00
OR2024-034585,Ana Villanueva,"12 Burgos St., Cebu City",2024-12-10,Received,Index Divider Tabs 5pcs,3,2820.00
OR2024-034586,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-03-15,Received,Printer Paper A3 500 sheets,1,1300.00
OR2024-034586,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-03-15,Received,Cork Board 2x3ft,1,1300.00
OR2024-034586,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-03-15,Received,Binder 2-inch D-Ring,2,1300.00
OR2024-034588,Sophia Navarro,"14 Lacson St., Bacolod City",2024-11-26,Received,VGA to HDMI Adapter,1,2000.00
OR2024-034588,Sophia Navarro,"14 Lacson St., Bacolod City",2024-11-26,Received,Printer Paper A3 500 sheets,2,2000.00
OR2024-034588,Sophia Navarro,"14 Lacson St., Bacolod City",2024-11-26,Received,First Aid Kit Box,1,2000.00
OR2024-034592,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-11-11,Received,Oil Pastels 36pcs,1,220.00
OR2024-034593,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-06-17,Received,Watercolor Set 24pcs,3,6650.00
OR2024-034593,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-06-17,Received,Chart Paper Roll 50m,1,6650.00
OR2024-034593,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-06-17,Received,Office Chair Mid-Back,2,6650.00
OR2024-034593,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-06-17,Received,Highlighter Assorted Colors 12pcs,2,6650.00
OR2024-034594,Daniel Cruz,"3 Session Rd., Baguio City",2024-12-06,Received,Construction Paper Assorted,1,275.00
OR2024-034594,Daniel Cruz,"3 Session Rd., Baguio City",2024-12-06,Received,Glass Cleaner Spray,2,275.00
OR2024-034594,Daniel Cruz,"3 Session Rd., Baguio City",2024-12-06,Received,Eraser Large,1,275.00
OR2024-034595,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-04-15,Preparing,File Pocket PVC A4,3,2445.00
OR2024-034595,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-04-15,Preparing,Floor Lamp LED,2,2445.00
OR2024-034598,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-05-13,Received,Glue Stick Large 40g,2,2100.00
OR2024-034598,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-05-13,Received,Whiteboard Sheet Roll,3,2100.00
OR2024-034598,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-05-13,Received,VGA to HDMI Adapter,1,2100.00
OR2024-034598,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-05-13,Received,Stapler Standard,3,2100.00
OR2024-034599,Maria Santos,"45 Mabini Ave., Makati City",2024-07-06,Received,HP 684 Tri-Color Ink,2,390.00
OR2024-034599,Maria Santos,"45 Mabini Ave., Makati City",2024-07-06,Received,HP 680 Black Ink Cartridge,1,390.00
OR2024-034599,Maria Santos,"45 Mabini Ave., Makati City",2024-07-06,Received,Thumb Tacks 100pcs,2,390.00
OR2024-034603,Ana Villanueva,"12 Burgos St., Cebu City",2024-08-31,To Ship,Binder Clips 24pcs,3,1666.00
OR2024-034603,Ana Villanueva,"12 Burgos St., Cebu City",2024-08-31,To Ship,Watercolor Set 24pcs,3,1666.00
OR2024-034603,Ana Villanueva,"12 Burgos St., Cebu City",2024-08-31,To Ship,Binder 2-inch D-Ring,2,1666.00
OR2024-034603,Ana Villanueva,"12 Burgos St., Cebu City",2024-08-31,To Ship,Floor Wax Red,2,1666.00
OR2024-034605,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-02-08,Received,Ballpoint Pen Blue 10pcs,1,5220.00
OR2024-034605,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-02-08,Received,HP 680 Black Ink Cartridge,1,5220.00
OR2024-034605,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-02-08,Received,Office Chair Mid-Back,2,5220.00
OR2024-034606,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-10-21,Received,Eraser Large,3,1880.00
OR2024-034606,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-10-21,Received,Webcam 1080p,2,1880.00
OR2024-034606,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-10-21,Received,Whiteboard Eraser,3,1880.00
OR2024-034607,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-08-21,Received,Desk Organizer Tray,1,120.00
OR2024-034610,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-12-20,Received,Paper Clip Box 500pcs,2,125.00
OR2024-034610,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-12-20,Received,Trash Bag Black Large,1,125.00
OR2024-034612,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-05-06,Received,Paper Clip Box 500pcs,2,685.00
OR2024-034612,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-05-06,Received,Ballpoint Pen Blue 10pcs,1,685.00
OR2024-034612,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-05-06,Received,PVC Binding Cover A4,2,685.00
OR2024-034612,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-05-06,Received,Cotton Balls 100pcs,1,685.00
OR2024-034616,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-05-05,Received,Stapler Standard,2,200.00
OR2024-034618,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-06-08,Received,Whiteboard Sheet Roll,2,3170.00
OR2024-034618,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-06-08,Received,Eraser Large,2,3170.00
OR2024-034618,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-06-08,Received,Laminating Film A4,1,3170.00
OR2024-034618,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-06-08,Received,Webcam 1080p,2,3170.00
OR2024-034619,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-01-30,Received,Adhesive Bandages 100pcs,2,1035.00
OR2024-034619,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-01-30,Received,Oil Pastels 36pcs,3,1035.00
OR2024-034619,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-01-30,Received,Sticky Notes 50x50mm,1,1035.00
OR2024-034620,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-09-15,Received,Laser Toner Cartridge 85A,1,3340.00
OR2024-034620,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-09-15,Received,Glue Stick 20g,2,3340.00
OR2024-034620,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-09-15,Received,Laser Toner Cartridge 85A,2,3340.00
OR2024-034620,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-09-15,Received,Soft Broom (Tambo),3,3340.00
OR2024-034627,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-04-18,Received,Binder 2-inch D-Ring,3,1570.00
OR2024-034627,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-04-18,Received,Waste Basket Mesh,1,1570.00
OR2024-034627,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-04-18,Received,Soft Broom (Tambo),2,1570.00
OR2024-034627,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-04-18,Received,Laptop Stand Aluminum,2,1570.00
OR2024-034629,Sophia Navarro,"14 Lacson St., Bacolod City",2024-05-09,To Ship,Adhesive Bandages 100pcs,1,585.00
OR2024-034629,Sophia Navarro,"14 Lacson St., Bacolod City",2024-05-09,To Ship,HP 684 Tri-Color Ink,3,585.00
OR2024-034629,Sophia Navarro,"14 Lacson St., Bacolod City",2024-05-09,To Ship,Construction Paper Assorted,1,585.00
OR2024-034630,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-07-12,Received,Desktop Organizer Wood,2,900.00
OR2024-034631,Daniel Cruz,"3 Session Rd., Baguio City",2024-01-15,Received,Sticky Flags 25mm,2,46.00
OR2024-034631,Daniel Cruz,"3 Session Rd., Baguio City",2024-01-15,Received,Paper Clips 50pcs,3,46.00
